"Jurisdiction","Precinct","Race","Candidate","Votes"
"Clark","2663 - LAS","Governor","Sandoval, Brian","405"
"Clark","2663 - LAS","Governor","VanDerBeek, David Lory","14"
"Clark","2664 - LAS","Governor","Goodman, Robert ""Bob""","*"
"Clark","2664 - LAS","Governor","None Of These Candidates","*"
"Clark","2664 - LAS","Governor","Sandoval, Brian","*"
"Clark","2664 - LAS","Governor","VanDerBeek, David Lory","*"
"Clark","2665 - COUNTY","Governor","Goodman, Robert ""Bob""","9"
"Clark","2665 - COUNTY","Governor","None Of These Candidates","0"
"Clark","2665 - COUNTY","Governor","Sandoval, Brian","64"
"Clark","2665 - COUNTY","Governor","VanDerBeek, David Lory","4"
"Clark","2666 - NLV","Governor","Goodman, Robert ""Bob""","255"
"Clark","2666 - NLV","Governor","None Of These Candidates","17"
"Clark","2666 - NLV","Governor","Sandoval, Brian","431"
"Clark","2666 - NLV","Governor","VanDerBeek, David Lory","2"
"Clark","2671 - LAS","Governor","Goodman, Robert ""Bob""","149"
"Clark","2671 - LAS","Governor","None Of These Candidates","23"
"Clark","2671 - LAS","Governor","Sandoval, Brian","611"
"Clark","2671 - LAS","Governor","VanDerBeek, David Lory","11"
"Clark","2672 - LAS","Governor","Goodman, Robert ""Bob""","146"
"Clark","2672 - LAS","Governor","None Of These Candidates","22"
"Clark","2672 - LAS","Governor","Sandoval, Brian","318"
"Clark","2672 - LAS","Governor","VanDerBeek, David Lory","10"
"Clark","2673 - COUNTY","Governor","Goodman, Robert ""Bob""","6"
"Clark","2673 - COUNTY","Governor","None Of These Candidates","3"
"Clark","2673 - COUNTY","Governor","Sandoval, Brian","62"
"Clark","2673 - COUNTY","Governor","VanDerBeek, David Lory","1"
"Clark","2674 - LAS","Governor","Goodman, Robert ""Bob""","150"
"Clark","2674 - LAS","Governor","None Of These Candidates","18"
"Clark","2674 - LAS","Governor","Sandoval, Brian","245"
"Clark","2674 - LAS","Governor","VanDerBeek, David Lory","11"
"Clark","2675 - COUNTY","Governor","Goodman, Robert ""Bob""","4"
"Clark","2675 - COUNTY","Governor","None Of These Candidates","0"
"Clark","2675 - COUNTY","Governor","Sandoval, Brian","14"
"Clark","2675 - COUNTY","Governor","VanDerBeek, David Lory","1"
"Clark","2676 - COUNTY","Governor","Goodman, Robert ""Bob""","3"
"Clark","2676 - COUNTY","Governor","None Of These Candidates","0"
"Clark","2676 - COUNTY","Governor","Sandoval, Brian","12"
"Clark","2676 - COUNTY","Governor","VanDerBeek, David Lory","1"
"Clark","2681 - COUNTY","Governor","Goodman, Robert ""Bob""","*"
"Clark","2681 - COUNTY","Governor","None Of These Candidates","*"
"Clark","2681 - COUNTY","Governor","Sandoval, Brian","*"
"Clark","2681 - COUNTY","Governor","VanDerBeek, David Lory","*"
"Clark","2682 - LAS","Governor","Goodman, Robert ""Bob""","102"
"Clark","2682 - LAS","Governor","None Of These Candidates","12"
"Clark","2682 - LAS","Governor","Sandoval, Brian","309"
"Clark","2682 - LAS","Governor","VanDerBeek, David Lory","13"
"Clark","2683 - COUNTY","Governor","Goodman, Robert ""Bob""","*"
"Clark","2683 - COUNTY","Governor","None Of These Candidates","*"
"Clark","2683 - COUNTY","Governor","Sandoval, Brian","*"
"Clark","2683 - COUNTY","Governor","VanDerBeek, David Lory","*"
"Clark","2684 - COUNTY","Governor","Goodman, Robert ""Bob""","4"
"Clark","2684 - COUNTY","Governor","None Of These Candidates","2"
"Clark","2684 - COUNTY","Governor","Sandoval, Brian","13"
"Clark","2684 - COUNTY","Governor","VanDerBeek, David Lory","1"
"Clark","2685 - COUNTY","Governor","Goodman, Robert ""Bob""","*"
"Clark","2685 - COUNTY","Governor","None Of These Candidates","*"
"Clark","2685 - COUNTY","Governor","Sandoval, Brian","*"
"Clark","2685 - COUNTY","Governor","VanDerBeek, David Lory","*"
"Clark","2691 - COUNTY","Governor","Goodman, Robert ""Bob""","4"
"Clark","2691 - COUNTY","Governor","None Of These Candidates","1"
"Clark","2691 - COUNTY","Governor","Sandoval, Brian","8"
"Clark","2691 - COUNTY","Governor","VanDerBeek, David Lory","2"
"Clark","2692 - LAS","Governor","Goodman, Robert ""Bob""","122"
"Clark","2692 - LAS","Governor","None Of These Candidates","10"
"Clark","2692 - LAS","Governor","Sandoval, Brian","335"
"Clark","2692 - LAS","Governor","VanDerBeek, David Lory","16"
"Clark","2693 - COUNTY","Governor","Goodman, Robert ""Bob""","13"
"Clark","2693 - COUNTY","Governor","None Of These Candidates","2"
"Clark","2693 - COUNTY","Governor","Sandoval, Brian","47"
"Clark","2693 - COUNTY","Governor","VanDerBeek, David Lory","2"
"Clark","2694 - COUNTY","Governor","Goodman, Robert ""Bob""","*"
"Clark","2694 - COUNTY","Governor","None Of These Candidates","*"
"Clark","2694 - COUNTY","Governor","Sandoval, Brian","*"
"Clark","2694 - COUNTY","Governor","VanDerBeek, David Lory","*"
"Clark","2695 - LAS","Governor","Goodman, Robert ""Bob""","117"
"Clark","2695 - LAS","Governor","None Of These Candidates","12"
"Clark","2695 - LAS","Governor","Sandoval, Brian","376"
"Clark","2695 - LAS","Governor","VanDerBeek, David Lory","18"
"Clark","2696 - LAS","Governor","Goodman, Robert ""Bob""","4"
"Clark","2696 - LAS","Governor","None Of These Candidates","1"
"Clark","2696 - LAS","Governor","Sandoval, Brian","14"
"Clark","2696 - LAS","Governor","VanDerBeek, David Lory","0"
"Clark","2700 - LAS","Governor","Goodman, Robert ""Bob""","114"
"Clark","2700 - LAS","Governor","None Of These Candidates","12"
"Clark","2700 - LAS","Governor","Sandoval, Brian","230"
"Clark","2700 - LAS","Governor","VanDerBeek, David Lory","10"
"Clark","2701 - LAS","Governor","Goodman, Robert ""Bob""","136"
"Clark","2701 - LAS","Governor","None Of These Candidates","8"
"Clark","2701 - LAS","Governor","Sandoval, Brian","399"
"Clark","2701 - LAS","Governor","VanDerBeek, David Lory","20"
"Clark","2702 - LAS","Governor","Goodman, Robert ""Bob""","93"
"Clark","2702 - LAS","Governor","None Of These Candidates","19"
"Clark","2702 - LAS","Governor","Sandoval, Brian","181"
"Clark","2702 - LAS","Governor","VanDerBeek, David Lory","5"
"Clark","2703 - COUNTY","Governor","Goodman, Robert ""Bob""","*"
"Clark","2703 - COUNTY","Governor","None Of These Candidates","*"
"Clark","2703 - COUNTY","Governor","Sandoval, Brian","*"
"Clark","2703 - COUNTY","Governor","VanDerBeek, David Lory","*"
"Clark","2704 - COUNTY","Governor","Goodman, Robert ""Bob""","3"
"Clark","2704 - COUNTY","Governor","None Of These Candidates","0"
"Clark","2704 - COUNTY","Governor","Sandoval, Brian","9"
"Clark","2704 - COUNTY","Governor","VanDerBeek, David Lory","4"
"Clark","2705 - LAS","Governor","Goodman, Robert ""Bob""","120"
"Clark","2705 - LAS","Governor","None Of These Candidates","14"
"Clark","2705 - LAS","Governor","Sandoval, Brian","293"
"Clark","2705 - LAS","Governor","VanDerBeek, David Lory","12"
"Clark","2709 - LAS","Governor","Goodman, Robert ""Bob""","85"
"Clark","2709 - LAS","Governor","None Of These Candidates","15"
"Clark","2709 - LAS","Governor","Sandoval, Brian","227"
"Clark","2709 - LAS","Governor","VanDerBeek, David Lory","8"
"Clark","2710 - LAS","Governor","Goodman, Robert ""Bob""","62"
"Clark","2710 - LAS","Governor","None Of These Candidates","6"
"Clark","2710 - LAS","Governor","Sandoval, Brian","170"
"Clark","2710 - LAS","Governor","VanDerBeek, David Lory","9"
"Clark","2711 - LAS","Governor","Goodman, Robert ""Bob""","126"
"Clark","2711 - LAS","Governor","None Of These Candidates","13"
"Clark","2711 - LAS","Governor","Sandoval, Brian","314"
"Clark","2711 - LAS","Governor","VanDerBeek, David Lory","5"
"Clark","2712 - COUNTY","Governor","Goodman, Robert ""Bob""","*"
"Clark","2712 - COUNTY","Governor","None Of These Candidates","*"
"Clark","2712 - COUNTY","Governor","Sandoval, Brian","*"
"Clark","2712 - COUNTY","Governor","VanDerBeek, David Lory","*"
"Clark","2713 - NLV","Governor","Goodman, Robert ""Bob""","73"
"Clark","2713 - NLV","Governor","None Of These Candidates","7"
"Clark","2713 - NLV","Governor","Sandoval, Brian","135"
"Clark","2713 - NLV","Governor","VanDerBeek, David Lory","6"
"Clark","2714 - NLV","Governor","Goodman, Robert ""Bob""","111"
"Clark","2714 - NLV","Governor","None Of These Candidates","12"
"Clark","2714 - NLV","Governor","Sandoval, Brian","137"
"Clark","2714 - NLV","Governor","VanDerBeek, David Lory","11"
"Clark","2715 - NLV","Governor","Goodman, Robert ""Bob""","*"
"Clark","2715 - NLV","Governor","None Of These Candidates","*"
"Clark","2715 - NLV","Governor","Sandoval, Brian","*"
"Clark","2715 - NLV","Governor","VanDerBeek, David Lory","*"
"Clark","2716 - NLV","Governor","Goodman, Robert ""Bob""","173"
"Clark","2716 - NLV","Governor","None Of These Candidates","11"
"Clark","2716 - NLV","Governor","Sandoval, Brian","179"
"Clark","2716 - NLV","Governor","VanDerBeek, David Lory","7"
"Clark","2720 - COUNTY","Governor","Goodman, Robert ""Bob""","*"
"Clark","2720 - COUNTY","Governor","None Of These Candidates","*"
"Clark","2720 - COUNTY","Governor","Sandoval, Brian","*"
"Clark","2720 - COUNTY","Governor","VanDerBeek, David Lory","*"
"Clark","2721 - NLV","Governor","Goodman, Robert ""Bob""","*"
"Clark","2721 - NLV","Governor","None Of These Candidates","*"
"Clark","2721 - NLV","Governor","Sandoval, Brian","*"
"Clark","2721 - NLV","Governor","VanDerBeek, David Lory","*"
"Clark","2722 - COUNTY","Governor","Goodman, Robert ""Bob""","22"
"Clark","2722 - COUNTY","Governor","None Of These Candidates","0"
"Clark","2722 - COUNTY","Governor","Sandoval, Brian","25"
"Clark","2722 - COUNTY","Governor","VanDerBeek, David Lory","0"
"Clark","2724 - COUNTY","Governor","Goodman, Robert ""Bob""","94"
"Clark","2724 - COUNTY","Governor","None Of These Candidates","3"
"Clark","2724 - COUNTY","Governor","Sandoval, Brian","95"
"Clark","2724 - COUNTY","Governor","VanDerBeek, David Lory","3"
"Clark","2725 - COUNTY","Governor","Goodman, Robert ""Bob""","21"
"Clark","2725 - COUNTY","Governor","None Of These Candidates","6"
"Clark","2725 - COUNTY","Governor","Sandoval, Brian","261"
"Clark","2725 - COUNTY","Governor","VanDerBeek, David Lory","15"
"Clark","2726 - COUNTY","Governor","Goodman, Robert ""Bob""","32"
"Clark","2726 - COUNTY","Governor","None Of These Candidates","3"
"Clark","2726 - COUNTY","Governor","Sandoval, Brian","258"
"Clark","2726 - COUNTY","Governor","VanDerBeek, David Lory","11"
"Clark","2727 - COUNTY","Governor","Goodman, Robert ""Bob""","51"
"Clark","2727 - COUNTY","Governor","None Of These Candidates","11"
"Clark","2727 - COUNTY","Governor","Sandoval, Brian","444"
"Clark","2727 - COUNTY","Governor","VanDerBeek, David Lory","12"
"Clark","2728 - NLV","Governor","Goodman, Robert ""Bob""","*"
"Clark","2728 - NLV","Governor","None Of These Candidates","*"
"Clark","2728 - NLV","Governor","Sandoval, Brian","*"
"Clark","2728 - NLV","Governor","VanDerBeek, David Lory","*"
"Clark","2729 - NLV","Governor","Goodman, Robert ""Bob""","58"
"Clark","2729 - NLV","Governor","None Of These Candidates","1"
"Clark","2729 - NLV","Governor","Sandoval, Brian","62"
"Clark","2729 - NLV","Governor","VanDerBeek, David Lory","2"
"Clark","2730 - NLV","Governor","Goodman, Robert ""Bob""","189"
"Clark","2730 - NLV","Governor","None Of These Candidates","7"
"Clark","2730 - NLV","Governor","Sandoval, Brian","200"
"Clark","2730 - NLV","Governor","VanDerBeek, David Lory","9"
"Clark","2731 - MES","Governor","Goodman, Robert ""Bob""","145"
"Clark","2731 - MES","Governor","None Of These Candidates","13"
"Clark","2731 - MES","Governor","Sandoval, Brian","589"
"Clark","2731 - MES","Governor","VanDerBeek, David Lory","34"
"Clark","2732 - MES","Governor","Goodman, Robert ""Bob""","134"
"Clark","2732 - MES","Governor","None Of These Candidates","11"
"Clark","2732 - MES","Governor","Sandoval, Brian","404"
"Clark","2732 - MES","Governor","VanDerBeek, David Lory","10"
"Clark","2733 - COUNTY","Governor","Goodman, Robert ""Bob""","102"
"Clark","2733 - COUNTY","Governor","None Of These Candidates","12"
"Clark","2733 - COUNTY","Governor","Sandoval, Brian","174"
"Clark","2733 - COUNTY","Governor","VanDerBeek, David Lory","11"
"Clark","2734 - COUNTY","Governor","Goodman, Robert ""Bob""","133"
"Clark","2734 - COUNTY","Governor","None Of These Candidates","9"
"Clark","2734 - COUNTY","Governor","Sandoval, Brian","225"
"Clark","2734 - COUNTY","Governor","VanDerBeek, David Lory","12"
"Clark","2735 - COUNTY","Governor","Goodman, Robert ""Bob""","103"
"Clark","2735 - COUNTY","Governor","None Of These Candidates","8"
"Clark","2735 - COUNTY","Governor","Sandoval, Brian","129"
"Clark","2735 - COUNTY","Governor","VanDerBeek, David Lory","8"
"Clark","2736 - NLV","Governor","Goodman, Robert ""Bob""","56"
"Clark","2736 - NLV","Governor","None Of These Candidates","6"
"Clark","2736 - NLV","Governor","Sandoval, Brian","143"
"Clark","2736 - NLV","Governor","VanDerBeek, David Lory","4"
"Clark","2737 - NLV","Governor","Goodman, Robert ""Bob""","105"
"Clark","2737 - NLV","Governor","None Of These Candidates","6"
"Clark","2737 - NLV","Governor","Sandoval, Brian","61"
"Clark","2737 - NLV","Governor","VanDerBeek, David Lory","3"
"Clark","2738 - NLV","Governor","Goodman, Robert ""Bob""","114"
"Clark","2738 - NLV","Governor","None Of These Candidates","10"
"Clark","2738 - NLV","Governor","Sandoval, Brian","157"
"Clark","2738 - NLV","Governor","VanDerBeek, David Lory","10"
"Clark","2740 - COUNTY","Governor","Goodman, Robert ""Bob""","105"
"Clark","2740 - COUNTY","Governor","None Of These Candidates","7"
"Clark","2740 - COUNTY","Governor","Sandoval, Brian","127"
"Clark","2740 - COUNTY","Governor","VanDerBeek, David Lory","11"
"Clark","2742 - COUNTY","Governor","Goodman, Robert ""Bob""","96"
"Clark","2742 - COUNTY","Governor","None Of These Candidates","9"
"Clark","2742 - COUNTY","Governor","Sandoval, Brian","147"
"Clark","2742 - COUNTY","Governor","VanDerBeek, David Lory","7"
"Clark","2743 - COUNTY","Governor","Goodman, Robert ""Bob""","148"
"Clark","2743 - COUNTY","Governor","None Of These Candidates","16"
"Clark","2743 - COUNTY","Governor","Sandoval, Brian","260"
"Clark","2743 - COUNTY","Governor","VanDerBeek, David Lory","12"
"Clark","2745 - COUNTY","Governor","Goodman, Robert ""Bob""","*"
"Clark","2745 - COUNTY","Governor","None Of These Candidates","*"
"Clark","2745 - COUNTY","Governor","Sandoval, Brian","*"
"Clark","2745 - COUNTY","Governor","VanDerBeek, David Lory","*"
"Clark","2746 - COUNTY","Governor","Goodman, Robert ""Bob""","100"
"Clark","2746 - COUNTY","Governor","None Of These Candidates","5"
"Clark","2746 - COUNTY","Governor","Sandoval, Brian","166"
"Clark","2746 - COUNTY","Governor","VanDerBeek, David Lory","9"
"Clark","2751 - COUNTY","Governor","Goodman, Robert ""Bob""","67"
"Clark","2751 - COUNTY","Governor","None Of These Candidates","4"
"Clark","2751 - COUNTY","Governor","Sandoval, Brian","116"
"Clark","2751 - COUNTY","Governor","VanDerBeek, David Lory","1"
"Clark","2752 - COUNTY","Governor","Goodman, Robert ""Bob""","163"
"Clark","2752 - COUNTY","Governor","None Of These Candidates","14"
"Clark","2752 - COUNTY","Governor","Sandoval, Brian","148"
"Clark","2752 - COUNTY","Governor","VanDerBeek, David Lory","12"
"Clark","2770 - COUNTY","Governor","Goodman, Robert ""Bob""","31"
"Clark","2770 - COUNTY","Governor","None Of These Candidates","5"
"Clark","2770 - COUNTY","Governor","Sandoval, Brian","166"
"Clark","2770 - COUNTY","Governor","VanDerBeek, David Lory","18"
"Clark","2775 - MES","Governor","Goodman, Robert ""Bob""","155"
"Clark","2775 - MES","Governor","None Of These Candidates","13"
"Clark","2775 - MES","Governor","Sandoval, Brian","604"
"Clark","2775 - MES","Governor","VanDerBeek, David Lory","9"
"Clark","2776 - MES","Governor","Goodman, Robert ""Bob""","133"
"Clark","2776 - MES","Governor","None Of These Candidates","15"
"Clark","2776 - MES","Governor","Sandoval, Brian","660"
"Clark","2776 - MES","Governor","VanDerBeek, David Lory","9"
"Clark","3036 - LAS","Governor","Goodman, Robert ""Bob""","87"
"Clark","3036 - LAS","Governor","None Of These Candidates","9"
"Clark","3036 - LAS","Governor","Sandoval, Brian","379"
"Clark","3036 - LAS","Governor","VanDerBeek, David Lory","5"
"Clark","3037 - LAS","Governor","Goodman, Robert ""Bob""","83"
"Clark","3037 - LAS","Governor","None Of These Candidates","9"
"Clark","3037 - LAS","Governor","Sandoval, Brian","297"
"Clark","3037 - LAS","Governor","VanDerBeek, David Lory","6"
"Clark","3040 - LAS","Governor","Goodman, Robert ""Bob""","109"
"Clark","3040 - LAS","Governor","None Of These Candidates","11"
"Clark","3040 - LAS","Governor","Sandoval, Brian","573"
"Clark","3040 - LAS","Governor","VanDerBeek, David Lory","5"
"Clark","3151 - COUNTY","Governor","Goodman, Robert ""Bob""","*"
"Clark","3151 - COUNTY","Governor","None Of These Candidates","*"
"Clark","3151 - COUNTY","Governor","Sandoval, Brian","*"
"Clark","3151 - COUNTY","Governor","VanDerBeek, David Lory","*"
"Clark","3152 - COUNTY","Governor","Goodman, Robert ""Bob""","4"
"Clark","3152 - COUNTY","Governor","None Of These Candidates","1"
"Clark","3152 - COUNTY","Governor","Sandoval, Brian","22"
"Clark","3152 - COUNTY","Governor","VanDerBeek, David Lory","0"
"Clark","3191 - COUNTY","Governor","Goodman, Robert ""Bob""","*"
"Clark","3191 - COUNTY","Governor","None Of These Candidates","*"
"Clark","3191 - COUNTY","Governor","Sandoval, Brian","*"
"Clark","3191 - COUNTY","Governor","VanDerBeek, David Lory","*"
"Clark","3217 - LAS","Governor","Goodman, Robert ""Bob""","155"
"Clark","3217 - LAS","Governor","None Of These Candidates","19"
"Clark","3217 - LAS","Governor","Sandoval, Brian","411"
"Clark","3217 - LAS","Governor","VanDerBeek, David Lory","10"
"Clark","3361 - LAS","Governor","Goodman, Robert ""Bob""","138"
"Clark","3361 - LAS","Governor","None Of These Candidates","7"
"Clark","3361 - LAS","Governor","Sandoval, Brian","279"
"Clark","3361 - LAS","Governor","VanDerBeek, David Lory","13"
"Clark","3363 - LAS","Governor","Goodman, Robert ""Bob""","118"
"Clark","3363 - LAS","Governor","None Of These Candidates","13"
"Clark","3363 - LAS","Governor","Sandoval, Brian","552"
"Clark","3363 - LAS","Governor","VanDerBeek, David Lory","9"
"Clark","3364 - LAS","Governor","Goodman, Robert ""Bob""","97"
"Clark","3364 - LAS","Governor","None Of These Candidates","14"
"Clark","3364 - LAS","Governor","Sandoval, Brian","650"
"Clark","3364 - LAS","Governor","VanDerBeek, David Lory","11"
"Clark","3365 - LAS","Governor","Goodman, Robert ""Bob""","42"
"Clark","3365 - LAS","Governor","None Of These Candidates","9"
"Clark","3365 - LAS","Governor","Sandoval, Brian","301"
"Clark","3365 - LAS","Governor","VanDerBeek, David Lory","4"
